"cell","celltype","group","site","aneuploid"
"Cell3162","Tcell","Tcell","ascites",FALSE
"Cell3163","fibroblast","fibroblast","omental",FALSE
"Cell3164","adipocyte","adipocyte","omental",FALSE
"Cell3165","malignant","malignant_omental","omental",TRUE
"Cell3166","fibroblast","fibroblast","ascites",FALSE
"Cell3167","adipocyte","adipocyte","omental",FALSE
"Cell3168","malignant","malignant_ascites","ascites",TRUE
"Cell3169","malignant","malignant_ascites","ascites",TRUE
"Cell3170","malignant","malignant_ascites","ascites",TRUE
"Cell3171","Tcell","Tcell","ascites",FALSE
"Cell3172","malignant","malignant_ascites","ascites",TRUE
"Cell3173","fibroblast","fibroblast","omental",FALSE
"Cell3174","endothelial","endothelial","omental",FALSE
"Cell3175","malignant","malignant_ascites","ascites",TRUE
"Cell3176","macrophage","macrophage","ascites",FALSE
"Cell3177","fibroblast","fibroblast","omental",FALSE
"Cell3178","macrophage","macrophage","ascites",FALSE
"Cell3179","macrophage","macrophage","ascites",FALSE
"Cell3180","endothelial","endothelial","ascites",FALSE
"Cell3181","Tcell","Tcell","ascites",FALSE
"Cell3182","malignant","malignant_omental","omental",TRUE
"Cell3183","fibroblast","fibroblast","omental",FALSE
"Cell3184","adipocyte","adipocyte","omental",FALSE
"Cell3185","fibroblast","fibroblast","ascites",FALSE
"Cell3186","Tcell","Tcell","ascites",FALSE
"Cell3187","fibroblast","fibroblast","ascites",FALSE
"Cell3188","macrophage","macrophage","ascites",FALSE
"Cell3189","malignant","malignant_omental","omental",TRUE
"Cell3190","macrophage","macrophage","omental",FALSE
"Cell3191","malignant","malignant_ascites","ascites",TRUE
"Cell3192","malignant","malignant_ascites","ascites",TRUE
"Cell3193","malignant","malignant_omental","omental",TRUE
"Cell3194","malignant","malignant_omental","omental",TRUE
"Cell3195","Tcell","Tcell","ascites",FALSE
"Cell3196","macrophage","macrophage","ascites",FALSE
"Cell3197","Tcell","Tcell","omental",FALSE
"Cell3198","malignant","malignant_ascites","ascites",TRUE
"Cell3199","endothelial","endothelial","omental",FALSE
"Cell3200","malignant","malignant_omental","omental",TRUE
"Cell3201","Tcell","Tcell","omental",FALSE
"Cell3202","malignant","malignant_omental","omental",TRUE
"Cell3203","fibroblast","fibroblast","omental",FALSE
"Cell3204","malignant","malignant_ascites","ascites",TRUE
"Cell3205","macrophage","macrophage","omental",FALSE
"Cell3206","malignant","malignant_ascites","ascites",TRUE
"Cell3207","fibroblast","fibroblast","omental",FALSE
"Cell3208","malignant","malignant_omental","omental",TRUE
"Cell3209","adipocyte","adipocyte","omental",FALSE
"Cell3210","malignant","malignant_omental","omental",TRUE
"Cell3211","malignant","malignant_ascites","ascites",TRUE
"Cell3212","malignant","malignant_ascites","ascites",TRUE
"Cell3213","Tcell","Tcell","ascites",FALSE
"Cell3214","endothelial","endothelial","omental",FALSE
"Cell3215","malignant","malignant_omental","omental",TRUE
"Cell3216","malignant","malignant_ascites","ascites",TRUE
"Cell3217","fibroblast","fibroblast","omental",FALSE
"Cell3218","fibroblast","fibroblast","omental",FALSE
"Cell3219","malignant","malignant_omental","omental",TRUE
"Cell3220","malignant","malignant_ascites","ascites",TRUE
"Cell3221","malignant","malignant_omental","omental",TRUE
"Cell3222","malignant","malignant_ascites","ascites",TRUE
"Cell3223","malignant","malignant_omental","omental",TRUE
"Cell3224","malignant","malignant_ascites","ascites",TRUE
"Cell3225","Tcell","Tcell","ascites",FALSE
"Cell3226","endothelial","endothelial","omental",FALSE
"Cell3227","Tcell","Tcell","ascites",FALSE
"Cell3228","macrophage","macrophage","omental",FALSE
"Cell3229","fibroblast","fibroblast","omental",FALSE
"Cell3230","malignant","malignant_ascites","ascites",TRUE
"Cell3231","malignant","malignant_ascites","ascites",TRUE
"Cell3232","malignant","malignant_omental","omental",TRUE
"Cell3233","malignant","malignant_omental","omental",TRUE
"Cell3234","endothelial","endothelial","omental",FALSE
"Cell3235","malignant","malignant_ascites","ascites",TRUE
"Cell3236","fibroblast","fibroblast","ascites",FALSE
"Cell3237","macrophage","macrophage","ascites",FALSE
"Cell3238","adipocyte","adipocyte","omental",FALSE
"Cell3239","malignant","malignant_ascites","ascites",TRUE
"Cell3240","endothelial","endothelial","omental",FALSE
"Cell3241","Tcell","Tcell","ascites",FALSE
"Cell3242","fibroblast","fibroblast","omental",FALSE
"Cell3243","malignant","malignant_omental","omental",TRUE
"Cell3244","adipocyte","adipocyte","omental",FALSE
"Cell3245","fibroblast","fibroblast","ascites",FALSE
"Cell3246","malignant","malignant_omental","omental",TRUE
"Cell3247","malignant","malignant_omental","omental",TRUE
"Cell3248","malignant","malignant_ascites","ascites",TRUE
"Cell3249","macrophage","macrophage","ascites",FALSE
"Cell3250","macrophage","macrophage","ascites",FALSE
"Cell3251","macrophage","macrophage","omental",FALSE
"Cell3252","malignant","malignant_ascites","ascites",TRUE
"Cell3253","fibroblast","fibroblast","omental",FALSE
"Cell3254","fibroblast","fibroblast","omental",FALSE
"Cell3255","Tcell","Tcell","omental",FALSE
"Cell3256","malignant","malignant_omental","omental",TRUE
"Cell3257","macrophage","macrophage","ascites",FALSE
"Cell3258","Tcell","Tcell","ascites",FALSE
"Cell3259","malignant","malignant_ascites","ascites",TRUE
"Cell3260","malignant","malignant_omental","omental",TRUE
"Cell3261","malignant","malignant_ascites","ascites",TRUE
"Cell3262","malignant","malignant_ascites","ascites",TRUE
"Cell3263","malignant","malignant_ascites","ascites",TRUE
"Cell3264","malignant","malignant_ascites","ascites",TRUE
"Cell3265","macrophage","macrophage","omental",FALSE
"Cell3266","fibroblast","fibroblast","omental",FALSE
"Cell3267","fibroblast","fibroblast","ascites",FALSE
"Cell3268","malignant","malignant_omental","omental",TRUE
"Cell3269","adipocyte","adipocyte","omental",FALSE
"Cell3270","macrophage","macrophage","omental",FALSE
"Cell3271","malignant","malignant_omental","omental",TRUE
"Cell3272","fibroblast","fibroblast","omental",FALSE
"Cell3273","fibroblast","fibroblast","omental",FALSE
"Cell3274","macrophage","macrophage","ascites",FALSE
"Cell3275","malignant","malignant_omental","omental",TRUE
"Cell3276","macrophage","macrophage","omental",FALSE
"Cell3277","malignant","malignant_ascites","ascites",TRUE
"Cell3278","malignant","malignant_omental","omental",TRUE
"Cell3279","malignant","malignant_omental","omental",TRUE
"Cell3280","malignant","malignant_omental","omental",TRUE
"Cell3281","malignant","malignant_ascites","ascites",TRUE
"Cell3282","malignant","malignant_omental","omental",TRUE
"Cell3283","malignant","malignant_omental","omental",TRUE
"Cell3284","malignant","malignant_ascites","ascites",TRUE
"Cell3285","Tcell","Tcell","ascites",FALSE
"Cell3286","fibroblast","fibroblast","omental",FALSE
"Cell3287","adipocyte","adipocyte","omental",FALSE
"Cell3288","adipocyte","adipocyte","omental",FALSE
"Cell3289","endothelial","endothelial","ascites",FALSE
"Cell3290","malignant","malignant_ascites","ascites",TRUE
"Cell3291","fibroblast","fibroblast","omental",FALSE
"Cell3292","fibroblast","fibroblast","omental",FALSE
"Cell3293","fibroblast","fibroblast","ascites",FALSE
"Cell3294","malignant","malignant_ascites","ascites",TRUE
"Cell3295","malignant","malignant_ascites","ascites",TRUE
"Cell3296","adipocyte","adipocyte","omental",FALSE
"Cell3297","malignant","malignant_ascites","ascites",TRUE
"Cell3298","fibroblast","fibroblast","omental",FALSE
"Cell3299","macrophage","macrophage","omental",FALSE
"Cell3300","Tcell","Tcell","omental",FALSE
"Cell3301","malignant","malignant_ascites","ascites",TRUE
"Cell3302","endothelial","endothelial","omental",FALSE
"Cell3303","malignant","malignant_omental","omental",TRUE
"Cell3304","malignant","malignant_omental","omental",TRUE
"Cell3305","macrophage","macrophage","omental",FALSE
"Cell3306","malignant","malignant_ascites","ascites",TRUE
"Cell3307","fibroblast","fibroblast","omental",FALSE
"Cell3308","malignant","malignant_omental","omental",TRUE
"Cell3309","malignant","malignant_ascites","ascites",TRUE
"Cell3310","fibroblast","fibroblast","omental",FALSE
"Cell3311","malignant","malignant_ascites","ascites",TRUE
"Cell3312","adipocyte","adipocyte","omental",FALSE
"Cell3313","macrophage","macrophage","omental",FALSE
"Cell3314","fibroblast","fibroblast","ascites",FALSE
"Cell3315","macrophage","macrophage","ascites",FALSE
"Cell3316","malignant","malignant_omental","omental",TRUE
"Cell3317","fibroblast","fibroblast","ascites",FALSE
"Cell3318","malignant","malignant_ascites","ascites",TRUE
"Cell3319","fibroblast","fibroblast","omental",FALSE
"Cell3320","fibroblast","fibroblast","omental",FALSE
"Cell3321","malignant","malignant_omental","omental",TRUE
"Cell3322","malignant","malignant_ascites","ascites",TRUE
"Cell3323","fibroblast","fibroblast","omental",FALSE
"Cell3324","malignant","malignant_ascites","ascites",TRUE
"Cell3325","Tcell","Tcell","omental",FALSE
"Cell3326","fibroblast","fibroblast","omental",FALSE
"Cell3327","malignant","malignant_omental","omental",TRUE
"Cell3328","malignant","malignant_omental","omental",TRUE
"Cell3329","malignant","malignant_ascites","ascites",TRUE
"Cell3330","adipocyte","adipocyte","omental",FALSE
"Cell3331","malignant","malignant_omental","omental",TRUE
"Cell3332","fibroblast","fibroblast","omental",FALSE
"Cell3333","Tcell","Tcell","ascites",FALSE
"Cell3334","fibroblast","fibroblast","omental",FALSE
"Cell3335","fibroblast","fibroblast","omental",FALSE
"Cell3336","malignant","malignant_omental","omental",TRUE
"Cell3337","adipocyte","adipocyte","omental",FALSE
"Cell3338","fibroblast","fibroblast","ascites",FALSE
"Cell3339","fibroblast","fibroblast","omental",FALSE
"Cell3340","malignant","malignant_ascites","ascites",TRUE
"Cell3341","malignant","malignant_ascites","ascites",TRUE
"Cell3342","malignant","malignant_ascites","ascites",TRUE
"Cell3343","malignant","malignant_omental","omental",TRUE
"Cell3344","macrophage","macrophage","ascites",FALSE
"Cell3345","malignant","malignant_ascites","ascites",TRUE
"Cell3346","fibroblast","fibroblast","omental",FALSE
"Cell3347","malignant","malignant_ascites","ascites",TRUE
"Cell3348","malignant","malignant_ascites","ascites",TRUE
"Cell3349","malignant","malignant_omental","omental",TRUE
"Cell3350","macrophage","macrophage","ascites",FALSE
"Cell3351","malignant","malignant_omental","omental",TRUE
"Cell3352","malignant","malignant_omental","omental",TRUE
"Cell3353","fibroblast","fibroblast","omental",FALSE
"Cell3354","malignant","malignant_omental","omental",TRUE
"Cell3355","malignant","malignant_ascites","ascites",TRUE
"Cell3356","macrophage","macrophage","omental",FALSE
"Cell3357","malignant","malignant_omental","omental",TRUE
"Cell3358","malignant","malignant_ascites","ascites",TRUE
"Cell3359","malignant","malignant_omental","omental",TRUE
"Cell3360","malignant","malignant_ascites","ascites",TRUE
"Cell3361","Tcell","Tcell","ascites",FALSE
"Cell3362","fibroblast","fibroblast","omental",FALSE
"Cell3363","malignant","malignant_ascites","ascites",TRUE
"Cell3364","malignant","malignant_omental","omental",TRUE
"Cell3365","malignant","malignant_ascites","ascites",TRUE
"Cell3366","endothelial","endothelial","ascites",FALSE
"Cell3367","adipocyte","adipocyte","omental",FALSE
"Cell3368","fibroblast","fibroblast","ascites",FALSE
"Cell3369","malignant","malignant_ascites","ascites",TRUE
"Cell3370","malignant","malignant_omental","omental",TRUE
"Cell3371","Tcell","Tcell","omental",FALSE
"Cell3372","endothelial","endothelial","omental",FALSE
"Cell3373","macrophage","macrophage","omental",FALSE
"Cell3374","adipocyte","adipocyte","omental",FALSE
"Cell3375","malignant","malignant_omental","omental",TRUE
"Cell3376","malignant","malignant_ascites","ascites",TRUE
"Cell3377","malignant","malignant_omental","omental",TRUE
"Cell3378","malignant","malignant_omental","omental",TRUE
"Cell3379","adipocyte","adipocyte","omental",FALSE
"Cell3380","fibroblast","fibroblast","omental",FALSE
"Cell3381","malignant","malignant_ascites","ascites",TRUE
"Cell3382","fibroblast","fibroblast","ascites",FALSE
"Cell3383","malignant","malignant_ascites","ascites",TRUE
"Cell3384","fibroblast","fibroblast","omental",FALSE
"Cell3385","adipocyte","adipocyte","omental",FALSE
"Cell3386","malignant","malignant_ascites","ascites",TRUE
"Cell3387","malignant","malignant_ascites","ascites",TRUE
"Cell3388","fibroblast","fibroblast","omental",FALSE
"Cell3389","macrophage","macrophage","ascites",FALSE
"Cell3390","adipocyte","adipocyte","omental",FALSE
"Cell3391","malignant","malignant_omental","omental",TRUE
"Cell3392","adipocyte","adipocyte","omental",FALSE
"Cell3393","fibroblast","fibroblast","omental",FALSE
"Cell3394","Tcell","Tcell","ascites",FALSE
"Cell3395","Tcell","Tcell","omental",FALSE
"Cell3396","malignant","malignant_omental","omental",TRUE
"Cell3397","malignant","malignant_omental","omental",TRUE
"Cell3398","endothelial","endothelial","ascites",FALSE
"Cell3399","malignant","malignant_ascites","ascites",TRUE
"Cell3400","malignant","malignant_ascites","ascites",TRUE
"Cell3401","macrophage","macrophage","omental",FALSE
"Cell3402","fibroblast","fibroblast","omental",FALSE
"Cell3403","malignant","malignant_omental","omental",TRUE
"Cell3404","malignant","malignant_omental","omental",TRUE
"Cell3405","fibroblast","fibroblast","omental",FALSE
"Cell3406","adipocyte","adipocyte","omental",FALSE
"Cell3407","adipocyte","adipocyte","omental",FALSE
"Cell3408","Tcell","Tcell","omental",FALSE
"Cell3409","Tcell","Tcell","ascites",FALSE
"Cell3410","macrophage","macrophage","ascites",FALSE
"Cell3411","malignant","malignant_ascites","ascites",TRUE
"Cell3412","fibroblast","fibroblast","ascites",FALSE
"Cell3413","malignant","malignant_omental","omental",TRUE
"Cell3414","malignant","malignant_omental","omental",TRUE
"Cell3415","endothelial","endothelial","omental",FALSE
"Cell3416","fibroblast","fibroblast","ascites",FALSE
"Cell3417","malignant","malignant_ascites","ascites",TRUE
"Cell3418","endothelial","endothelial","ascites",FALSE
"Cell3419","adipocyte","adipocyte","omental",FALSE
"Cell3420","malignant","malignant_omental","omental",TRUE
"Cell3421","fibroblast","fibroblast","omental",FALSE
"Cell3422","fibroblast","fibroblast","omental",FALSE
"Cell3423","malignant","malignant_omental","omental",TRUE
"Cell3424","malignant","malignant_ascites","ascites",TRUE
"Cell3425","endothelial","endothelial","omental",FALSE
"Cell3426","adipocyte","adipocyte","omental",FALSE
"Cell3427","malignant","malignant_ascites","ascites",TRUE
"Cell3428","malignant","malignant_omental","omental",TRUE
"Cell3429","fibroblast","fibroblast","ascites",FALSE
"Cell3430","endothelial","endothelial","ascites",FALSE
"Cell3431","fibroblast","fibroblast","omental",FALSE
"Cell3432","adipocyte","adipocyte","omental",FALSE
"Cell3433","endothelial","endothelial","ascites",FALSE
"Cell3434","malignant","malignant_ascites","ascites",TRUE
"Cell3435","malignant","malignant_omental","omental",TRUE
"Cell3436","Tcell","Tcell","omental",FALSE
"Cell3437","adipocyte","adipocyte","omental",FALSE
"Cell3438","malignant","malignant_omental","omental",TRUE
"Cell3439","malignant","malignant_omental","omental",TRUE
"Cell3440","Tcell","Tcell","omental",FALSE
"Cell3441","fibroblast","fibroblast","ascites",FALSE
"Cell3442","malignant","malignant_omental","omental",TRUE
"Cell3443","malignant","malignant_omental","omental",TRUE
"Cell3444","malignant","malignant_omental","omental",TRUE
"Cell3445","macrophage","macrophage","ascites",FALSE
"Cell3446","malignant","malignant_omental","omental",TRUE
"Cell3447","malignant","malignant_omental","omental",TRUE
"Cell3448","endothelial","endothelial","omental",FALSE
"Cell3449","malignant","malignant_omental","omental",TRUE
"Cell3450","fibroblast","fibroblast","omental",FALSE
"Cell3451","fibroblast","fibroblast","omental",FALSE
"Cell3452","malignant","malignant_omental","omental",TRUE
"Cell3453","malignant","malignant_omental","omental",TRUE
"Cell3454","malignant","malignant_ascites","ascites",TRUE
"Cell3455","malignant","malignant_ascites","ascites",TRUE
"Cell3456","malignant","malignant_omental","omental",TRUE
"Cell3457","malignant","malignant_omental","omental",TRUE
"Cell3458","malignant","malignant_omental","omental",TRUE
"Cell3459","malignant","malignant_ascites","ascites",TRUE
"Cell3460","fibroblast","fibroblast","omental",FALSE
"Cell3461","macrophage","macrophage","ascites",FALSE
"Cell3462","malignant","malignant_ascites","ascites",TRUE
"Cell3463","malignant","malignant_ascites","ascites",TRUE
"Cell3464","fibroblast","fibroblast","omental",FALSE
